code,title_ko,level,parent_code
213,생명 및 자연 과학 관련 시험원,minor,21
2131,생명과학 시험원,unit,213
21310,생명과학 시험원,detailed_unit,2131
2132,자연과학 시험원,unit,213
21320,자연과학 시험원,detailed_unit,2132
22,정보 통신 전문가 및 기술직,middle,2
221,컴퓨터 하드웨어 및 통신공학 전문가,minor,22
2211,컴퓨터 하드웨어 기술자 및 연구원,unit,221
22110,컴퓨터 하드웨어 기술자 및 연구원,detailed_unit,2211
2212,통신공학 기술자 및 연구원,unit,221
22120,통신공학 기술자 및 연구원,detailed_unit,2212
222,컴퓨터 시스템 및 소프트웨어 전문가,minor,22
2221,컴퓨터 시스템 전문가,unit,222
22210,컴퓨터 시스템 전문가,detailed_unit,2221
2222,시스템 소프트웨어 개발자,unit,222
22220,시스템 소프트웨어 개발자,detailed_unit,2222
2223,응용 소프트웨어 개발자,unit,222
22231,웹 개발자,detailed_unit,2223
22232,모바일 애플리케이션 개발자,detailed_unit,2223
22233,게임 소프트웨어 개발자,detailed_unit,2223
22239,그 외 응용 소프트웨어 개발자,detailed_unit,2223
223,데이터 및 네트워크 관련 전문가,minor,22
2231,데이터 전문가,unit,223
22310,데이터 전문가,detailed_unit,2231
2232,네트워크 시스템 개발자,unit,223
22320,네트워크 시스템 개발자,detailed_unit,2232
2233,정보 보안 전문가,unit,223
22330,정보 보안 전문가,detailed_unit,2233
2239,그 외 데이터 및 네트워크 관련 전문가,unit,223
22390,그 외 데이터 및 네트워크 관련 전문가,detailed_unit,2239
224,정보 시스템 및 웹 운영자,minor,22
2241,정보 시스템 운영자,unit,224
22410,정보 시스템 운영자,detailed_unit,2241
2242,웹 운영자,unit,224
22420,웹 운영자,detailed_unit,2242
2243,통신 및 방송 송출 장비 기사,unit,224
22430,통신 및 방송 송출 장비 기사,detailed_unit,2243
225,컴퓨터 시스템 및 소프트웨어 관련 기술자,minor,22
2251,컴퓨터 시스템 및 소프트웨어 관련 기술자,unit,225
22510,컴퓨터 시스템 및 소프트웨어 관련 기술자,detailed_unit,2251
2252,웹 및 멀티미디어 기획자,unit,225
22520,웹 및 멀티미디어 기획자,detailed_unit,2252
23,공학 전문가 및 기술직,middle,2
231,건축‧토목 공학 기술자 및 시험원,minor,23
2311,건축가,unit,231
23110,건축가,detailed_unit,2311
2312,건축공학 기술자,unit,231
23120,건축공학 기술자,detailed_unit,2312
2313,토목공학 기술자,unit,231
23130,토목공학 기술자,detailed_unit,2313
2314,조경 기술자,unit,231
23140,조경 기술자,detailed_unit,2314
2315,도시 및 교통 관련 전문가,unit,231
23151,도시 계획 및 설계가,detailed_unit,2315
23152,교통 계획 및 설계가,detailed_unit,2315
2316,측량 및 지리 정보 전문가,unit,231
23160,측량 및 지리 정보 전문가,detailed_unit,2316
2317,건설자재 시험원,unit,231
23170,건설자재 시험원,detailed_unit,2317
2319,기타 건축‧토목 관련 공학 기술자 및 시험원,unit,231
23190,기타 건축‧토목 관련 공학 기술자 및 시험원,detailed_unit,2319
232,화학공학 기술자 및 시험원,minor,23
2321,화학공학 기술자 및 연구원,unit,232
23210,화학공학 기술자 및 연구원,detailed_unit,2321
2322,화학공학 시험원,unit,232
23220,화학공학 시험원,detailed_unit,2322
233,금속‧재료 공학 기술자 및 시험원,minor,23
2331,금속‧재료 공학 기술자 및 연구원,unit,233
23310,금속‧재료 공학 기술자 및 연구원,detailed_unit,2331
2332,금속‧재료 공학 시험원,unit,233
23320,금속‧재료 공학 시험원,detailed_unit,2332
234,전기‧전자 공학 기술자 및 시험원,minor,23
2341,전기공학 기술자 및 연구원,unit,234
23410,전기공학 기술자 및 연구원,detailed_unit,2341
2342,전자공학 기술자 및 연구원,unit,234
23420,전자공학 기술자 및 연구원,detailed_unit,2342
2343,전기‧전자 공학 시험원,unit,234
23430,전기‧전자 공학 시험원,detailed_unit,2343
235,기계‧로봇공학 기술자 및 시험원,minor,23
2351,기계공학 기술자 및 연구원,unit,235
23510,기계공학 기술자 및 연구원,detailed_unit,2351
2352,로봇공학 기술자 및 연구원,unit,235
23520,로봇공학 기술자 및 연구원,detailed_unit,2352
2353,기계‧로봇공학 시험원,unit,235
23530,기계‧로봇공학 시험원,detailed_unit,2353
236,소방‧방재‧산업안전‧비파괴 기술자,minor,23
2361,소방‧방재 기술자,unit,236
23610,소방‧방재 기술자,detailed_unit,2361
2362,산업안전 및 위험 관리원,unit,236
23620,산업안전 및 위험 관리원,detailed_unit,2362
2363,비파괴 검사원,unit,236
23630,비파괴 검사원,detailed_unit,2363
237,환경공학 기술자 및 시험원,minor,23
2371,환경공학 기술자 및 연구원,unit,237
23710,환경공학 기술자 및 연구원,detailed_unit,2371
2372,환경공학 시험원,unit,237
23720,환경공학 시험원,detailed_unit,2372
238,항공기‧선박 기관사 및 관제사,minor,23
2381,항공기 조종사,unit,238
23810,항공기 조종사,detailed_unit,2381
2382,선박 기관사,unit,238
23820,선박 기관사,detailed_unit,2382
2383,관제사,unit,238
23831,항공 교통 관제사,detailed_unit,2383
23832,선박 교통 관제사,detailed_unit,2383
239,기타 공학 전문가 및 관련 종사자,minor,23
2391,식품공학 기술자 및 연구원,unit,239
23910,식품공학 기술자 및 연구원,detailed_unit,2391
2392,섬유공학 기술자 및 연구원,unit,239
23920,섬유공학 기술자 및 연구원,detailed_unit,2392
2393,해양공학 기술자 및 연구원,unit,239
23930,해양공학 기술자 및 연구원,detailed_unit,2393
2394,에너지공학 기술자 및 연구원,unit,239
23940,에너지공학 기술자 및 연구원,detailed_unit,2394
2399,그 외 공학 전문가 및 관련 종사자,unit,239
23990,그 외 공학 전문가 및 관련 종사자,detailed_unit,2399
24,보건 전문가 및 관련직,middle,2
241,의료 진료 전문가,minor,24
2411,전문 의사,unit,241
24111,일반 의사,detailed_unit,2411
24112,내과 의사,detailed_unit,2411
24113,외과 의사,detailed_unit,2411
24114,치과 의사,detailed_unit,2411
24115,한의사,detailed_unit,2411
24116,수의사,detailed_unit,2411
24119,그 외 의사,detailed_unit,2411
2412,약사 및 한약사,unit,241
24121,약사,detailed_unit,2412
24122,한약사,detailed_unit,2412
242,보건 의료 관련 종사자,minor,24
2421,간호사,unit,242
24210,간호사,detailed_unit,2421
2422,영양사,unit,242
24220,영양사,detailed_unit,2422
2423,임상병리사,unit,242
24230,임상병리사,detailed_unit,2423
2424,방사선사,unit,242
24240,방사선사,detailed_unit,2424
2425,치과기공사,unit,242
24250,치과기공사,detailed_unit,2425
2426,치과위생사,unit,242
24260,치과위생사,detailed_unit,2426
2427,물리 및 작업 치료사,unit,242
24271,물리 치료사,detailed_unit,2427
24272,작업 치료사,detailed_unit,2427
2428,임상심리사 및 기타 치료사,unit,242
24281,임상심리사,detailed_unit,2428
24282,기타 치료사,detailed_unit,2428
243,보건 의료 관련 실무 종사자,minor,24
2430,보건 의료 관련 실무 종사자,unit,243
24301,간호조무사,detailed_unit,2430
24302,응급구조사,detailed_unit,2430
24309,기타 보건 의료 관련 실무 종사자,detailed_unit,2430
25,사회복지‧종교 전문가 및 관련직,middle,2
251,사회복지 관련 전문가,minor,25
2511,사회복지사 및 상담 전문가,unit,251
25110,사회복지사 및 상담 전문가,detailed_unit,2511
2512,보육 교사 및 보조 교사,unit,251
25120,보육 교사 및 보조 교사,detailed_unit,2512
2513,직업 상담 및 취업 알선원,unit,251
25130,직업 상담 및 취업 알선원,detailed_unit,2513
252,성직자 및 기타 종교 종사자,minor,25
2520,성직자 및 기타 종교 종사자,unit,252
25201,성직자,detailed_unit,2520
25202,기타 종교 종사자,detailed_unit,2520
26,교육 전문가 및 관련직,middle,2
261,대학교수 및 강사,minor,26
2610,대학교수 및 강사,unit,261
26100,대학교수 및 강사,detailed_unit,2610
262,학교 교사,minor,26
2621,중‧고등학교 교사,unit,262
26210,중‧고등학교 교사,detailed_unit,2621
2622,초등학교 및 특수학교 교사,unit,262
26221,초등학교 교사,detailed_unit,2622
26222,특수학교 교사,detailed_unit,2622
2623,유치원 교사,unit,262
26230,유치원 교사,detailed_unit,2623
263,기타 교육 전문가,minor,26
2631,문리‧기술 및 예능 강사,unit,263
26311,문리 강사,detailed_unit,2631
26312,기술‧기능계 강사,detailed_unit,2631
26313,예능 강사,detailed_unit,2631
2632,장학관‧연구관 및 교육 전문가,unit,263
26321,장학관 및 연구관,detailed_unit,2632
26322,교육 전문가,detailed_unit,2632
2639,기타 교육 전문가,unit,263
26390,기타 교육 전문가,detailed_unit,2639
264,교사 보조 및 교육 관련 종사자,minor,26
2641,교사 보조원,unit,264
26411,교사 보조원,detailed_unit,2641
26412,특수교육 보조원,detailed_unit,2641
2642,대학 교육 조교,unit,264
26420,대학 교육 조교,detailed_unit,2642
2643,보조 교사 및 기타 교육 종사자,unit,264
26431,보조 교사,detailed_unit,2643
26432,기타 교육 종사자,detailed_unit,2643
27,법률 및 행정 전문직,middle,2
271,법률 전문가,minor,27
2710,법률 전문가,unit,271
27101,판사 및 검사,detailed_unit,2710
27102,변호사,detailed_unit,2710
27103,법무사 및 집행관,detailed_unit,2710
27104,변리사,detailed_unit,2710
27109,기타 법률 전문가,detailed_unit,2710
272,행정 전문가,minor,27
2721,행정 및 경영 진단 전문가,unit,272
27211,경영 및 진단 전문가,detailed_unit,2721
27212,노무사,detailed_unit,2721
27213,관세사,detailed_unit,2721
27219,그 외 행정 및 경영 진단 전문가,detailed_unit,2721
2722,감정 전문가,unit,272
27221,감정 평가 전문가,detailed_unit,2722
27229,기타 감정 전문가,detailed_unit,2722
28,경영‧금융 전문가 및 관련직,middle,2
281,인사 및 경영 전문가,minor,28
2811,인사 및 경영 전문가,unit,281
28110,인사 및 경영 전문가,detailed_unit,2811
2812,회계 및 세무 전문가,unit,281
28120,회계 및 세무 전문가,detailed_unit,2812
2813,광고 및 홍보 전문가,unit,281
28130,광고 및 홍보 전문가,detailed_unit,2813
2814,상품 기획 전문가,unit,281
28140,상품 기획 전문가,detailed_unit,2814
2815,행사 기획자,unit,281
28150,행사 기획자,detailed_unit,2815
282,금융 및 보험 전문가,minor,28
2821,투자 및 신용 분석가,unit,282
28210,투자 및 신용 분석가,detailed_unit,2821
2822,자산 운용가,unit,282
28220,자산 운용가,detailed_unit,2822
2823,보험 및 금융 상품 개발자,unit,282
28230,보험 및 금융 상품 개발자,detailed_unit,2823
2824,증권 및 외환 딜러,unit,282
28240,증권 및 외환 딜러,detailed_unit,2824
2825,손해 사정사,unit,282
28250,손해 사정사,detailed_unit,2825
2826,금융 및 보험 관련 사무원,unit,282
28260,금융 및 보험 관련 사무원,detailed_unit,2826
29,문화‧예술‧스포츠‧기타 전문가 및 관련직,middle,2
291,작가 및 언론 관련 전문가,minor,29
2911,작가 및 언론 관련 전문가,unit,291
29111,작가,detailed_unit,2911
29112,기자,detailed_unit,2911
29113,번역가 및 통역가,detailed_unit,2911
2912,큐레이터‧사서 및 기록물 관리사,unit,291
29121,큐레이터,detailed_unit,2912
29122,사서,detailed_unit,2912
29123,기록물 관리사,detailed_unit,2912
292,시각 및 공연 예술가,minor,29
2921,창작 및 공연 관련 예술가,unit,292
29211,화가 및 조각가,detailed_unit,2921
29212,사진작가 및 사진사,detailed_unit,2921
29213,만화가 및 만화영화 작가,detailed_unit,2921
29214,국악 및 전통 예능인,detailed_unit,2921
29215,지휘자‧작곡가 및 연주가,detailed_unit,2921
29216,가수 및 성악가,detailed_unit,2921
29217,무용가 및 안무가,detailed_unit,2921
29218,배우 및 모델,detailed_unit,2921
29219,기타 시각 및 공연 예술가,detailed_unit,2921
2922,디자이너,unit,292
29221,제품 디자이너,detailed_unit,2922
29222,패션 디자이너,detailed_unit,2922
29223,실내 장식 디자이너,detailed_unit,2922
29224,시각 디자이너,detailed_unit,2922
29225,영상 디자이너,detailed_unit,2922
29226,웹 및 멀티미디어 디자이너,detailed_unit,2922
29227,캐드원,detailed_unit,2922
29228,미디어 콘텐츠 디자이너,detailed_unit,2922
29229,기타 디자이너,detailed_unit,2922
293,스포츠 및 레크리에이션 관련 전문가,minor,29
2931,스포츠 및 레크리에이션 관련 전문가,unit,293
29310,스포츠 및 레크리에이션 관련 전문가,detailed_unit,2931
294,매체 및 미디어 전문가,minor,29
2940,매체 및 미디어 전문가,unit,294
29401,감독 및 기술 감독,detailed_unit,2940
29402,아나운서 및 리포터,detailed_unit,2940
29403,촬영 기사,detailed_unit,2940
29404,음향 및 녹음 기사,detailed_unit,2940
29405,영상‧녹화 및 편집 기사,detailed_unit,2940
29406,조명 및 영사 기사,detailed_unit,2940
29409,기타 매체 및 미디어 전문가,detailed_unit,2940
3,사무 종사자,major,
31,기획‧영업 및 인사 사무직,middle,3
311,기획 및 마케팅 사무원,minor,31
3111,기획 및 마케팅 사무원,unit,311
31110,기획 및 마케팅 사무원,detailed_unit,3111
3112,인사 및 교육 사무원,unit,311
31120,인사 및 교육 사무원,detailed_unit,3112
312,무역 및 운송 사무원,minor,31
3121,무역 사무원,unit,312
31210,무역 사무원,detailed_unit,3121
3122,운송 사무원,unit,312
31220,운송 사무원,detailed_unit,3122
313,영업 및 판매 사무원,minor,31
3131,영업 및 판매 관련 사무원,unit,313
31310,영업 및 판매 관련 사무원,detailed_unit,3131
3132,판매 관리 사무원,unit,313
31320,판매 관리 사무원,detailed_unit,3132
314,홍보 및 광고 사무원,minor,31
3140,홍보 및 광고 사무원,unit,314
31400,홍보 및 광고 사무원,detailed_unit,3140
315,비서 및 사무 보조원,minor,31
3151,비서,unit,315
31510,비서,detailed_unit,3151
3152,사무 보조원,unit,315
31520,사무 보조원,detailed_unit,3152
32,자재‧생산 및 운송 사무직,middle,3
321,자재 및 구매 사무원,minor,32
3211,자재 및 구매 사무원,unit,321
32110,자재 및 구매 사무원,detailed_unit,3211
322,생산 및 품질 관리 사무원,minor,32
3221,생산 및 품질 관리 사무원,unit,322
32210,생산 및 품질 관리 사무원,detailed_unit,3221
323,운송 및 선박 사무원,minor,32
3231,운송 사무원,unit,323
32310,운송 사무원,detailed_unit,3231
3232,선박 사무원,unit,323
32320,선박 사무원,detailed_unit,3232
324,안내 및 접수 사무원,minor,32
3241,안내 및 접수 사무원,unit,324
32410,안내 및 접수 사무원,detailed_unit,3241
3242,고객 상담 및 모니터 요원,unit,324
32420,고객 상담 및 모니터 요원,detailed_unit,3242
33,회계‧경리 및 통계 사무직,middle,3
331,회계 및 경리 사무원,minor,33
3311,회계 및 경리 사무원,unit,331
33110,회계 및 경리 사무원,detailed_unit,3311
3312,금융 사무원,unit,331
33120,금융 사무원,detailed_unit,3312
332,통계 관련 사무원,minor,33
3320,통계 관련 사무원,unit,332
33200,통계 관련 사무원,detailed_unit,3320
33,금융 사무직,middle,3
331,금융 사무원,minor,33
3311,금융 사무원,unit,331
33110,금융 사무원,detailed_unit,3311
34,법률‧감사 및 정부 행정 사무직,middle,3
341,법률 관련 사무원,minor,34
3410,법률 관련 사무원,unit,341
34100,법률 관련 사무원,detailed_unit,3410
342,감사 사무원,minor,34
3420,감사 사무원,unit,342
34200,감사 사무원,detailed_unit,3420
343,세무 사무원,minor,34
3430,세무 사무원,unit,343
34300,세무 사무원,detailed_unit,3430
344,관세 사무원,minor,34
3440,관세 사무원,unit,344
34400,관세 사무원,detailed_unit,3440
345,국가 및 지방 행정 사무원,minor,34
3450,국가 및 지방 행정 사무원,unit,345
34500,국가 및 지방 행정 사무원,detailed_unit,3450
34,금융 사무직,middle,3
341,금융 사무원,minor,34
3411,금융 사무원,unit,341
34110,금융 사무원,detailed_unit,3411
35,상담‧안내 및 접수 사무직,middle,3
351,상담 사무원,minor,35
3511,상담 사무원,unit,351
35110,상담 사무원,detailed_unit,3511
352,안내 및 접수 사무원,minor,35
3521,안내 및 접수 사무원,unit,352
35210,안내 및 접수 사무원,detailed_unit,3521
36,일반 지원 사무직,middle,3
361,비서 및 사무 보조원,minor,36
3611,비서,unit,361
36110,비서,detailed_unit,3611
3612,사무 보조원,unit,361
36120,사무 보조원,detailed_unit,3612
4,서비스 종사자,major,
41,경찰‧소방 및 보안 관련 서비스직,middle,4
411,경찰‧소방 및 교도 관련 종사자,minor,41
4111,경찰관 및 수사관,unit,411
41110,경찰관 및 수사관,detailed_unit,4111
4112,소방관,unit,411
41120,소방관,detailed_unit,4112
4113,교도관,unit,411
41130,교도관,detailed_unit,4113
412,경호 및 보안 관련 종사자,minor,41
4121,경호 및 보안 관련 종사자,unit,412
41210,경호 및 보안 관련 종사자,detailed_unit,4121
42,돌봄 및 보건 서비스직,middle,4
421,돌봄 서비스 종사자,minor,42
4211,보육 및 교사 보조 서비스 종사자,unit,421
42111,보육 관련 시설 서비스 종사자,detailed_unit,4211
42112,교사 보조 서비스 종사자,detailed_unit,4211
4212,건강 및 요양 관련 돌봄 서비스 종사자,unit,421
42121,건강 및 요양 관련 돌봄 서비스 종사자,detailed_unit,4212
4213,장애인 및 기타 돌봄 서비스 종사자,unit,421
42130,장애인 및 기타 돌봄 서비스 종사자,detailed_unit,4213
4219,그 외 돌봄 서비스 종사자,unit,421
42190,그 외 돌봄 서비스 종사자,detailed_unit,4219
422,보건 및 의료 서비스 종사자,minor,42
4221,의료‧복지 관련 서비스 종사자,unit,422
42210,의료‧복지 관련 서비스 종사자,detailed_unit,4221
4222,기타 의료‧복지 관련 서비스 종사자,unit,422
42220,기타 의료‧복지 관련 서비스 종사자,detailed_unit,4222
43,개인 생활 서비스직,middle,4
431,미용 관련 서비스 종사자,minor,43
4311,이‧미용 및 관련 서비스 종사자,unit,431
43111,미용사,detailed_unit,4311
43112,피부 및 체형 관리사,detailed_unit,4311
43113,반려동물 미용 및 관리 종사원,detailed_unit,4311
43114,반려동물 훈련사,detailed_unit,4311
432,결혼 및 장례 관련 서비스 종사자,minor,43
4321,혼례 및 장례 종사자,unit,432
43211,결혼 상담원 및 웨딩 플래너,detailed_unit,4321
43212,혼례 종사원,detailed_unit,4321
43213,장례 상담원 및 장례 지도사,detailed_unit,4321
43214,장례 관련 서비스 종사원,detailed_unit,4321
433,여행 서비스원,minor,43
4330,여행 서비스원,unit,433
43301,여행 상품 개발자,detailed_unit,4330
43302,여행 사무원,detailed_unit,4330
43303,여행 안내원,detailed_unit,4330
43304,관광 통역 안내원,detailed_unit,4330
439,기타 개인 생활 서비스 종사자,minor,43
4390,기타 개인 생활 서비스 종사자,unit,439
43901,수상 및 항공 운송 서비스 종사원,detailed_unit,4390
43909,그 외 기타 개인 생활 서비스 종사원,detailed_unit,4390
44,운송 및 여가 서비스직,middle,4
441,운송 서비스 종사자,minor,44
4411,객실 승무원,unit,441
44110,객실 승무원,detailed_unit,4411
4412,열차 객실 승무원,unit,441
44120,열차 객실 승무원,detailed_unit,4412
4419,기타 운송 서비스 종사자,unit,441
44190,기타 운송 서비스 종사자,detailed_unit,4419
442,여가 서비스 종사자,minor,44
4421,경기 및 오락 서비스 종사자,unit,442
44210,경기 및 오락 서비스 종사자,detailed_unit,4421
4422,여가 서비스 종사자,unit,442
44220,여가 서비스 종사자,detailed_unit,4422
443,스포츠 및 레크리에이션 서비스 종사자,minor,44
4430,스포츠 및 레크리에이션 서비스 종사자,unit,443
44300,스포츠 및 레크리에이션 서비스 종사자,detailed_unit,4430
45,조리 및 음식 서비스직,middle,4
451,조리사,minor,45
4510,조리사,unit,451
45101,한식 조리사,detailed_unit,4510
45102,중식 조리사,detailed_unit,4510
45103,양식 조리사,detailed_unit,4510
45104,일식 조리사,detailed_unit,4510
45105,제과 및 제빵사,detailed_unit,4510
45106,음료 조리사,detailed_unit,4510
45109,기타 조리사,detailed_unit,4510
452,식음료 서비스 종사자,minor,45
4520,식음료 서비스 종사자,unit,452
45201,음식 서비스 종사원,detailed_unit,4520
45202,주방 보조원,detailed_unit,4520
45203,패스트푸드 준비원,detailed_unit,4520
45204,음료 서비스 종사원,detailed_unit,4520
45209,기타 식음료 서비스 종사원,detailed_unit,4520
5,판매 종사자,major,
51,영업직,middle,5
511,영업 종사자,minor,51
5110,영업 종사자,unit,511
51101,영업원,detailed_unit,5110
51102,영업 기획원,detailed_unit,5110
51103,기술 영업원,detailed_unit,5110
51104,해외 영업원,detailed_unit,5110
51109,기타 영업원,detailed_unit,5110
512,부동산 컨설턴트 및 중개인,minor,51
5121,부동산 컨설턴트 및 중개인,unit,512
51210,부동산 컨설턴트 및 중개인,detailed_unit,5121
513,판매원 및 상품 대여원,minor,51
5131,상점 판매원,unit,513
51310,상점 판매원,detailed_unit,5131
5132,통신 기기‧서비스 판매원,unit,513
51320,통신 기기‧서비스 판매원,detailed_unit,5132
5133,온라인 판매원,unit,513
51330,온라인 판매원,detailed_unit,5133
5134,텔레마케터,unit,513
51340,텔레마케터,detailed_unit,5134
5135,상품 대여원,unit,513
51350,상품 대여원,detailed_unit,5135
5139,기타 판매원,unit,513
51390,기타 판매원,detailed_unit,5139
52,매장 판매 및 상품 대여직,middle,5
521,매장 판매 종사자,minor,52
5211,매장 판매 종사자,unit,521
52110,매장 판매 종사자,detailed_unit,5211
522,상품 대여 종사자,minor,52
5221,상품 대여 종사자,unit,522
52210,상품 대여 종사자,detailed_unit,5221
53,통신 및 방문‧노점 판매 관련직,middle,5
531,통신 관련 판매 종사자,minor,53
5310,통신 관련 판매 종사자,unit,531
53100,통신 관련 판매 종사자,detailed_unit,5310
532,방문 및 노점 판매 종사자,minor,53
5321,방문 판매원,unit,532
53210,방문 판매원,detailed_unit,5321
5322,노점 및 이동 판매원,unit,532
53220,노점 및 이동 판매원,detailed_unit,5322
6,농림어업 숙련 종사자,major,
61,농축산 숙련직,middle,6
611,작물 재배 및 축산 관련 종사자,minor,61
6111,곡식작물 재배 종사자,unit,611
61110,곡식작물 재배 종사자,detailed_unit,6111
6112,채소 및 특용작물 재배 종사자,unit,611
61120,채소 및 특용작물 재배 종사자,detailed_unit,6112
6113,과수작물 재배 종사자,unit,611
61130,과수작물 재배 종사자,detailed_unit,6113
6114,화훼작물 재배 종사자,unit,611
61140,화훼작물 재배 종사자,detailed_unit,6114
6115,동물 사육 관련 종사자,unit,611
61151,동물 사육 관련 종사자,detailed_unit,6115
61152,낙농 관련 종사자,detailed_unit,6115
61153,가금 사육 관련 종사자,detailed_unit,6115
61154,양봉 관련 종사자,detailed_unit,6115
61155,애완동물 사육 관련 종사자,detailed_unit,6115
61156,기타 동물 사육 관련 종사원,detailed_unit,6115
612,조경 및 임업 관련 종사자,minor,61
6121,조경 관련 종사자,unit,612
61210,조경 관련 종사자,detailed_unit,6121
6122,임업 관련 종사자,unit,612
61220,임업 관련 종사자,detailed_unit,6122
613,어업 관련 종사자,minor,61
6131,어업 관련 종사자,unit,613
61310,어업 관련 종사자,detailed_unit,6131
62,임업 숙련직,middle,6
621,임업 숙련 종사자,minor,62
6211,임업 숙련 종사자,unit,621
62110,임업 숙련 종사자,detailed_unit,6211
63,어업 숙련직,middle,6
631,어업 숙련 종사자,minor,63
6311,어업 숙련 종사자,unit,631
63110,어업 숙련 종사자,detailed_unit,6311
7,기능원 및 관련 기능 종사자,major,
71,식품 가공 관련 기능직,middle,7
711,식품가공 관련 기능 종사자,minor,71
7111,제빵 및 제과원,unit,711
71110,제빵 및 제과원,detailed_unit,7111
7112,떡 제조원,unit,711
71120,떡 제조원,detailed_unit,7112
7113,식품 가공 기능원,unit,711
71130,식품 가공 기능원,detailed_unit,7113
